   relpix       w1700       w1800       w1900       w2000       w2100       w2200       w2300       w2400       w2500       w2600       w2700       w2800       w2900       w3000       w3100       w3200 
     43.5  0.00013641  0.00013752  0.00015342  0.00017451  0.00016548  0.00017391  0.00018144  0.00017286  0.00019272  0.00019602  0.00025488  0.00027543  0.00028731   0.0003126   0.0003339    0.000303 
  43.8333  0.00013248   0.0001368  0.00014877  0.00016908  0.00016476   0.0001647  0.00017976  0.00016566  0.00018855  0.00018342  0.00024339  0.00025842  0.00028215  0.00029598    0.000336   0.0003057 
  44.1667  0.00012822  0.00013374  0.00014232  0.00016173   0.0001626  0.00015627  0.00017625   0.0001614  0.00018186  0.00017736  0.00022836  0.00024681  0.00027918   0.0002844   0.0003291   0.0003051 
     44.5  0.00012426  0.00012897  0.00013404  0.00015339  0.00015936   0.0001494  0.00017157  0.00015999  0.00017367  0.00017559  0.00021126   0.0002415  0.00027405  0.00027582   0.0003129   0.0003054 
  44.8333  0.00012084  0.00012417  0.00012534  0.00014505  0.00015606   0.0001449  0.00016617   0.0001602  0.00016536  0.00017511  0.00019332  0.00023775  0.00026262  0.00026838  0.00029385   0.0003087 
  45.1667  0.00011778  0.00012027  0.00011868  0.00013824  0.00015363  0.00014322  0.00015972  0.00016074  0.00015741  0.00017385  0.00017706  0.00023058  0.00024633  0.00026235   0.0002775   0.0003114 
     45.5  0.00011511  0.00011715  0.00011565  0.00013368  0.00015144  0.00014316  0.00015204  0.00016053  0.00015033   0.0001707  0.00016575  0.00021918  0.00023139  0.00025878  0.00026586   0.0003072 
  45.8333  0.00011352  0.00011442  0.00011544  0.00013044  0.00014802  0.00014292  0.00014412  0.00015876   0.0001452  0.00016521  0.00016032  0.00020529  0.00022254  0.00025587  0.00025773  0.00029376 
  46.1667  0.00011325  0.00011163  0.00011535  0.00012675   0.0001428  0.00014145  0.00013692   0.0001554  0.00014271  0.00015813  0.00015879  0.00018993    0.000219  0.00024909   0.0002511  0.00027606 
     46.5  0.00011346  0.00010848  0.00011328   0.0001215  0.00013647  0.00013893  0.00013092  0.00015108  0.00014211  0.00015075  0.00015828  0.00017388  0.00021567  0.00023628  0.00024504  0.00026004 
  46.8333  0.00011265  0.00010524  0.00010938  0.00011463   0.0001296  0.00013605  0.00012672  0.00014625  0.00014229  0.00014364  0.00015714  0.00015933  0.00020874  0.00022074  0.00024063  0.00024846 
  47.1667  0.00011007  0.00010242  0.00010521  0.00010713    0.000123  0.00013377  0.00012492  0.00014052  0.00014247  0.00013677  0.00015453  0.00014919  0.00019812  0.00020823  0.00023817  0.00024075 
     47.5  0.00010623  0.00010002  0.00010182   0.0001011  0.00011778  0.00013221  0.00012486  0.00013374   0.0001419   0.0001308  0.00014997  0.00014433  0.00018543  0.00020172  0.00023454  0.00023502 
  47.8333  0.00010269   9.756e-05   9.918e-05   9.813e-05  0.00011442  0.00013011  0.00012486  0.00012678  0.00013989  0.00012693  0.00014385  0.00014283  0.00017121  0.00019908  0.00022563  0.00022947 
  48.1667  0.00010062   9.513e-05    9.69e-05   9.789e-05  0.00011187  0.00012636  0.00012384  0.00012051  0.00013638  0.00012519  0.00013725   0.0001422  0.00015615  0.00019557  0.00021138  0.00022431 
     48.5   9.957e-05   9.345e-05   9.468e-05   9.816e-05  0.00010866  0.00012138   0.0001218  0.00011514  0.00013218  0.00012465  0.00013092    0.000141  0.00014256  0.00018849  0.00019626   0.0002208 
  48.8333   9.792e-05     9.3e-05   9.219e-05   9.672e-05  0.00010413   0.0001158   0.0001191  0.00011109  0.00012759  0.00012465  0.00012462   0.0001386  0.00013323  0.00017859  0.00018552  0.00021831 
  49.1667   9.474e-05   9.327e-05   8.931e-05     9.3e-05   9.807e-05  0.00010977   0.0001164  0.00010896  0.00012231  0.00012447   0.0001185  0.00013452  0.00012879  0.00016722  0.00018075  0.00021321 
     49.5   9.051e-05   9.273e-05   8.616e-05   8.826e-05   9.096e-05  0.00010368  0.00011385  0.00010815   0.0001161  0.00012285  0.00011358  0.00012873  0.00012714  0.00015471  0.00017859  0.00020283 
  49.8333   8.595e-05   9.003e-05   8.295e-05   8.322e-05    8.37e-05   9.783e-05  0.00010983  0.00010644   0.0001095  0.00011826  0.00011007  0.00012222  0.00012519  0.00014163  0.00017355  0.00018849 
  50.1667   8.115e-05   8.478e-05   7.911e-05   7.767e-05   7.722e-05   9.195e-05  0.00010215  0.00010221  0.00010284  0.00011022  0.00010689  0.00011649  0.00012168   0.0001302  0.00016323  0.00017478 
     50.5    7.62e-05   7.803e-05   7.428e-05   7.179e-05   7.233e-05   8.577e-05   9.156e-05   9.633e-05   9.648e-05   0.0001005  0.00010368  0.00011283  0.00011742  0.00012315  0.00015114  0.00016635 
